Store Name (EN),Store Name (AR),Reason Not Eligible,Industry,Potential,Potential Score,Website,Emails,Phone Numbers,WhatsApp,Instagram,Twitter/X,TikTok,Snapchat,Categories,Online Presence,On Tabby,On Tamara,Tabby Directory Link,BNPL Services,Website Status,Description
European Medical Center,المركز الأوربي الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/European-Medical-Center-018cce91-4f7f-77ca-f61c-10736281b763,"paymentLink, split-in-4",no website,
Ewan Clinic,Ewan Clinic,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Ewan-Clinic-018d59e4-d500-42e5-0637-594b48cfca63,"paymentLink, split-in-4",no website,
Eye care for glasses,عنايه العيون للنظارات,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Eye-care-for-glasses-018c8b83-52a4-7e79-545c-65260c5279e7,"paymentLink, split-in-4",no website,
fajeralelm school,مدارس فجر العلم الاهلية,Education / training services,Education & Training,Low,0,,,,,,,,,Training & Courses,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/fajeralelm-school-018ccf0b-71d8-152a-1082-891882d493a8,"paymentLink, split-in-4",no website,
Fast Packer Travel LLC,Fast Packer Travel LLC,Travel & tourism services,Travel & Tourism,Low,0,,,,,,,,,Travel,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Fast-Packer-Travel-LLC-01895126-d0a1-e73c-ad13-0adca092641c,"paymentLink, split-in-4",no website,
FIRST WORLD INFORMATION TECHNOLOGY,العالم الاول لتقنية المعلومات,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/FIRST-WORLD-INFORMATION-TECHNOLOGY-0189ca1e-4f08-e105-6cc8-4a4fd74d99d0,"paymentLink, split-in-4",no website,
Focus Media Training Academy,Focus Media Training Academy,Education / training services,Education & Training,Low,0,,,,,,,,,Training & Courses,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Focus-Media-Training-Academy-01894fb7-a446-4388-6b9b-7f8e57b3b173,"paymentLink, split-in-4",no website,
FURSAN MEDICAL CENTER,مركز الفرسان الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/FURSAN-MEDICAL-CENTER-018ae9d7-ecc2-e182-84a0-44729ac00274,"paymentLink, split-in-4",no website,
gadag care company,gadag care company,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/gadag-care-company-01895409-2ef7-5758-7d0d-bd01aa579ddc,"paymentLink, split-in-4",no website,
gene medical laboratory,مختبرات جين الطبية,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/gene-medical-laboratory-018d544d-9991-9a28-2db1-3c5b22a6f6c6,"paymentLink, split-in-4",no website,
Glory Medical company,Glory Medical company,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Glory-Medical-company-01895471-fb98-5d7f-bb4d-bf0e7162d506,"paymentLink, split-in-4",no website,
Golden Age Kitchens Company,Golden Age Kitchens Company,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Golden-Age-Kitchens-Company-018ced0a-a812-fb86-df1e-06120dd4becf,"paymentLink, split-in-4",no website,
golden almiswak,golden almiswak,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/golden-almiswak-018dd04f-7552-843e-c8cc-4ba83c3ec8ba,"paymentLink, split-in-4",no website,
Golden Host,Golden Host,Travel & tourism services,Travel & Tourism,Low,0,,,,,,,,,Travel,Unknown,Yes,,https://tabby.sa/en-SA/shop/stores/Golden-Host-018e5c16-20da-1446-a84b-7516d909c8ce,,no website,
GOLDEN SHIELD WINDOW FILMS,GOLDEN SHIELD WINDOW FILMS,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/GOLDEN-SHIELD-WINDOW-FILMS-018c8ba3-0f5f-d69c-a11b-5443a7902711,"paymentLink, split-in-4",no website,
guidance,guidance,Education / training services,Education & Training,Low,0,,,,,,,,,Training & Courses,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/guidance-018ca4f8-7699-364e-e28e-7650b0463543,"paymentLink, split-in-4",no website,
Gurayat Private Medical Dental Clinics,مجمع القريات الخاص لطب الأسنان,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Gurayat-Private-Medical-Dental-Clinics-018c8b7f-d8dc-4c1e-5a87-bab4c5a8a4cc,"paymentLink, split-in-4",no website,
gyadtravel,gyadtravel,Travel & tourism services,Travel & Tourism,Low,0,,,,,,,,,Travel,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/gyadtravel-0189531e-b1b3-150b-ee3a-2ab65399f754,"paymentLink, split-in-4",no website,
hamed clinic,hamed clinic,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/hamed-clinic-018954af-286c-deb4-a878-05d4e3d80d13,"paymentLink, split-in-4",no website,
,Hams Al Shamal Decoration,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/hms-alshmal-lldykwr-018d5e3e-b9c2-5d65-afe5-c5e8a9c44073,"paymentLink, split-in-4",no website,
Hana Jamal Salon,Hana Jamal Salon,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Hana-Jamal-Salon-01895410-9301-c116-eef2-4ec9ce877236,"paymentLink, split-in-4",no website,
Health and Smile complex,مجمع صحتي وابتسامتي الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Health-and-Smile-complex-0189f81b-a7c6-135e-5712-a554fb3e8bd5,"paymentLink, split-in-4",no website,
Health Hub,Health Hub,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Health-Hub-018952ca-0094-4937-8dd8-ddc9294b4bcd,"paymentLink, split-in-4",no website,
Holistic,Holistic,Education / training services,Education & Training,Low,0,,,,,,,,,Training & Courses,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Holistic-018952ca-b78a-48ad-8efc-0877ccd79079,"paymentLink, split-in-4",no website,
ibraces,ibraces,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/ibraces-0189536c-a33f-c2be-4f56-98d1586fa97b,"paymentLink, split-in-4",no website,
Ibrahim Abdullah Asiri Trading Est,مؤسسة إبراهيم عبدالله عسيري للتجارة,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Ibrahim-Abdullah-Asiri-Trading-Est-018c8239-8f38-2bd3-b398-3013620a5c11,"paymentLink, split-in-4",no website,
IBTEKAR,ابتكار,Travel & tourism services,Travel & Tourism,Low,0,,,,,,,,,Travel,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/IBTEKAR-018bb316-9dd5-e441-f1f9-9852701d4748,"paymentLink, split-in-4",no website,
Inlimited Medical Care Complex,مجمع الرعاية المتناهية الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Inlimited-Medical-Care-Complex-018d53f1-df4c-6db9-1aee-4bd7163c1b60,"paymentLink, split-in-4",no website,
Jabair Medical Center,مركز جبائر الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Jabair-Medical-Center-018e6089-79c4-ee57-f44d-e6aa0b8b65e0,"paymentLink, split-in-4",no website,
kamal saeed bkery est,مؤسسة كمال سعيد بكيري,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/kamal-saeed-bkery-est-018c86a5-5dea-d745-f64c-93f75fc2d3b6,"paymentLink, split-in-4",no website,
Key Delivery,Key Delivery,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Key-Delivery-018dd051-1a8b-2d49-7336-54274ce3cb41,"paymentLink, split-in-4",no website,
Kindness Source,مركز نبع الحنان الاول لضيافة الاطفال,Education / training services,Education & Training,Low,0,,,,,,,,,Training & Courses,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Kindness-Source-0189d42a-fb26-8f5e-5cd6-5e8f044ffc66,"paymentLink, split-in-4",no website,
Labella clinic,Labella clinic,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Labella-clinic-018953fd-578f-1ff8-7bec-b63bd64e5b19,"paymentLink, split-in-4",no website,
Lamaa,Lamaa,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Lamaa-01895240-67ab-9d15-8381-4ca336a799ea,"paymentLink, split-in-4",no website,
Lamasat Alinaya,لمسات العناية,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Lamasat-Alinaya-018d3be1-297a-bae2-d168-e6c156520771,"paymentLink, split-in-4",no website,
Lamer travel and tourism,Lamer travel and tourism,Travel & tourism services,Travel & Tourism,Low,0,,,,,,,,,Travel,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Lamer-travel-and-tourism-018ced8f-7309-430e-299f-fe127c623974,"paymentLink, split-in-4",no website,
land of calm,land of calm,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/land-of-calm-018c8bf6-28da-5f98-525f-286fdf944a65,"paymentLink, split-in-4",no website,
Landmark physiotherapy center,مركز لاندمارك للعلاج الطبيعي,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Landmark-physiotherapy-center-018d36b1-7fc0-1ad3-a3d0-fd8b9846c45b,"paymentLink, split-in-4",no website,
Larin Land,منتجعات لارين,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Larin-Land-0189a58d-db3f-ebf7-063d-e660764a1d40,"paymentLink, split-in-4",no website,
lateen medical center,lateen medical center,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/lateen-medical-center-01895241-ba01-94f1-3fec-f4e0e28a2706,"paymentLink, split-in-4",no website,
Laurie rose for flowers,وردة لوريت للزهور,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Laurie-rose-for-flowers-018c8611-1311-d148-b309-f27569b11b45,"paymentLink, split-in-4",no website,
Lava Medical Specialist complex,Lava Medical Specialist complex,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Lava-Medical-Specialist-complex-01895224-1437-a3d0-859e-08855eb0eba0,"paymentLink, split-in-4",no website,
Lavender Clinics,Lavender Clinics,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Lavender-Clinics-01895392-7b89-2feb-175e-ae06370961ca,"paymentLink, split-in-4",no website,
LAVINA Swites,اجنحة لافينا,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/LAVINA-Swites-018aeb81-334c-8238-e742-703bbbb737e6,"paymentLink, split-in-4",no website,
Liquidglass Protect,Liquidglass Protect,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Liquidglass-Protect-0189a6ae-aa37-cac4-fc9e-36c5f970d4ca,"paymentLink, split-in-4",no website,
Little Camel,Little Camel,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Little-Camel-018e5c0a-c874-db17-4359-2cc5b1219398,"paymentLink, split-in-4",no website,
LOVIN MY BAGS,LOVIN MY BAGS,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/LOVIN-MY-BAGS-0189ced2-4de0-9820-7eb9-5a728f522997,"paymentLink, split-in-4",no website,
Lukatme Studio,Lukatme Studio,Entertainment / leisure services,Entertainment & Leisure,Low,0,,,,,,,,,Entertainment,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Lukatme-Studio-018c8684-bf19-5848-f17d-f718ca27e09e,"paymentLink, split-in-4",no website,
LUXURIOUS TOUSH,البصمة الفاخرة,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/LUXURIOUS-TOUSH-018c52f6-34e5-a105-3c48-d36403dc016d,"paymentLink, split-in-4",no website,
malak dental polyclinic,مركز ملاك لطب وتجميل الاسنان,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/malak-dental-polyclinic-018ad549-3d0c-9816-8192-1db39e25a1a6,"paymentLink, split-in-4",no website,
Manal studio,Manal studio,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Manal-studio-018b4136-d062-35ff-009b-94a4698d558a,"paymentLink, split-in-4",no website,
Maple Clinics,Maple Clinics,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Maple-Clinics-01895220-e413-ac56-1928-62771bea4ea3,"paymentLink, split-in-4",no website,
Marhaba Gulf Travel & Tourism Agency,Marhaba Gulf Travel & Tourism Agency,Travel & tourism services,Travel & Tourism,Low,0,,,,,,,,,Travel,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Marhaba-Gulf-Travel-and-Tourism-Agency-018e087c-27f8-0c7d-e600-2b77da2f16c5,"paymentLink, split-in-4",no website,
masar alruya,masar alruya,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/masar-alruya-01914aac-d79c-d7b5-649b-5a4cce9700e2,"paymentLink, split-in-4",no website,
Mayo dental center,مركز مايو لطب الاسنان,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Mayo-dental-center-018aa250-0a5a-5fff-3892-e7c7945bd1ef,"paymentLink, split-in-4",no website,
medical,medical,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/medical-0189541b-e3b4-2940-b3c6-eaa8bd8fd910,"paymentLink, split-in-4",no website,
Meer clinic,Meer clinic,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Meer-clinic-0189522b-2096-3a2f-97c4-1aa3a01d72f6,"paymentLink, split-in-4",no website,
messan workshop,ميسان لخدمات السيارات,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/messan-workshop-01898d0b-01e4-5cc2-7db7-b9826454168d,"paymentLink, split-in-4",no website,
More Garage,More Garage,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/More-Garage-018e3beb-9ced-ff54-c7b6-e827eb09ad79,"paymentLink, split-in-4",no website,
Movenpick Hotel Qassim,Movenpick Hotel Qassim,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Movenpick-Hotel-Qassim-018e1304-257e-a7e2-9198-df7cd1ef6848,"paymentLink, split-in-4",no website,
Multaq Altufula,مركز ملتقى الطفولة,Salon & spa services,Beauty Services (Salons & Spas),Low,0,,,,,,,,,Salons & Spas,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/Multaq-Altufula-018d2b4e-ff2a-a051-9871-97abf6a63ee3,"paymentLink, split-in-4",no website,
NAJED NATIONAL CLINICS,NAJED NATIONAL CLINICS,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/NAJED-NATIONAL-CLINICS-0189522e-db74-9c19-f793-662ce816dccf,"paymentLink, split-in-4",no website,
NEW VIENNA DENTAL COMPLEX,مجمع فينا الجديد لطب الاسنان,Healthcare / clinic services,Healthcare Services (Clinics),Low,0,,,,,,,,,Clinics,In-store only (no online store yet),Yes,,https://tabby.sa/en-SA/shop/stores/NEW-VIENNA-DENTAL-COMPLEX-018bf097-8896-0f7a-e2ba-84850e0b0b2b,"paymentLink, split-in-4",no website,
